id,path,question,a,b,c,d,answer
dev_1055.jpg,train2/dev_1055.jpg,사진에 보이는 음료수 냉장고에서 플라스틱 병 음료는 몇 개 있습니까?,9개,11개,13개,7개,c
dev_1058.jpg,train2/dev_1058.jpg,사진 속 재활용 가능한 음료 용기는 무엇인가요?,플라스틱 컵과 빨대,알루미늄 캔,종이 포장지,유리병,a
dev_1058.jpg,train2/dev_1058.jpg,사진에 보이는 재활용 가능한 음료 용기는 무엇입니까?,유리병,종이 포장지,알루미늄 캔,플라스틱 컵과 빨대,d
dev_1060.jpg,train2/dev_1060.jpg,사진에 보이는 재활용품 중 종이 상자의 개수는 몇 개인가요?,3개,5개,7개,9개,c
dev_1060.jpg,train2/dev_1060.jpg,사진 속 재활용품 중 종이 상자의 개수는 몇 개입니까?,9개,7개,3개,5개,b
dev_1063.jpg,train2/dev_1063.jpg,사진 속에서 재활용 가능한 종이 재질의 아이템은 무엇인가요?,종이컵,종이 도시락 용기,종이 음료 팩,초콜릿 포장지,b
dev_1063.jpg,train2/dev_1063.jpg,사진에서 재활용 가능한 종이 재질의 아이템은 무엇입니까?,초콜릿 포장지,종이 도시락 용기,종이 음료 팩,종이컵,b
dev_1069.jpg,train2/dev_1069.jpg,사진에서 보이는 재활용품 중 종이류는 어디에 주로 쌓여 있나요?,바닥 앞쪽에 평평하게 쌓여 있다,벽 쪽에 박스 형태로 쌓여 있다,나무 위에 놓여 있다,바닥 한가운데에 흩어져 있다,b
dev_1069.jpg,train2/dev_1069.jpg,사진 속 재활용품 중 종이류는 어디에 주로 쌓여 있습니까?,나무 위에 놓여 있다,바닥 한가운데에 흩어져 있다,바닥 앞쪽에 평평하게 쌓여 있다,벽 쪽에 박스 형태로 쌓여 있다,d
dev_1074.jpg,train2/dev_1074.jpg,사진 속 상자 안에 있는 재활용품 중 플라스틱 병의 개수는 몇 개인가요?,3개,5개,7개,9개,b
dev_1074.jpg,train2/dev_1074.jpg,사진에 보이는 상자 안에 있는 재활용품 중 플라스틱 병의 개수는 몇 개입니까?,3개,7개,5개,9개,c
dev_1075.jpg,train2/dev_1075.jpg,사진 속 테이블 위에 있는 재활용 가능한 유리병은 몇 개입니까?,5개,7개,9개,11개,d
dev_1075.jpg,train2/dev_1075.jpg,사진에 보이는 테이블 위에 있는 재활용 가능한 유리병은 몇 개인가요?,9개,11개,7개,5개,b
dev_1092.jpg,train2/dev_1092.jpg,사진에 보이는 재활용품 중 상자의 개수는 몇 개인가요?,1개,2개,3개,4개,d
dev_1092.jpg,train2/dev_1092.jpg,사진 속 재활용품 중 상자의 개수는 몇 개입니까?,1개,3개,4개,2개,c
dev_1098.jpg,train2/dev_1098.jpg,사진에 보이는 재활용 가능한 플라스틱 컵은 몇 개입니까?,1개,2개,3개,4개,d
dev_1098.jpg,train2/dev_1098.jpg,사진 속 재활용 가능한 플라스틱 컵은 몇 개인가요?,2개,4개,1개,3개,b
dev_1102.jpg,train2/dev_1102.jpg,사진에 보이는 재활용품 중 플라스틱 재질인 것은 무엇인가요?,흰색 플라스틱 컵 뚜껑,투명 플라스틱 포장재,나무 바닥,종이 라벨,b
dev_1102.jpg,train2/dev_1102.jpg,사진 속 재활용품 중 플라스틱 재질인 것은 무엇입니까?,종이 라벨,흰색 플라스틱 컵 뚜껑,투명 플라스틱 포장재,나무 바닥,c
dev_1104.jpg,train2/dev_1104.jpg,사진 속 재활용 쓰레기통 안에 있는 플라스틱 병은 몇 개입니까?,2개,3개,4개,5개,a
dev_1104.jpg,train2/dev_1104.jpg,사진에 보이는 재활용 쓰레기통 안에 있는 플라스틱 병은 몇 개인가요?,3개,4개,2개,5개,c
dev_1111.jpg,train2/dev_1111.jpg,사진에 보이는 재활용 가능한 플라스틱 용기의 개수는 몇 개인가요?,1개,2개,3개,4개,a
dev_1111.jpg,train2/dev_1111.jpg,사진 속 재활용 가능한 플라스틱 용기의 개수는 몇 개입니까?,2개,3개,1개,4개,c
dev_1115.jpg,train2/dev_1115.jpg,사진에 보이는 투명 플라스틱 컵은 총 몇 개입니까?,3개,4개,5개,6개,d
dev_1115.jpg,train2/dev_1115.jpg,사진 속 투명 플라스틱 컵은 총 몇 개인가요?,5개,4개,3개,6개,d
dev_1119.jpg,train2/dev_1119.jpg,사진에 보이는 재활용 가능한 플라스틱 병은 몇 개입니까?,1개,2개,3개,없음,d
dev_1119.jpg,train2/dev_1119.jpg,사진 속 재활용 가능한 플라스틱 병은 몇 개인가요?,2개,3개,1개,없음,d
dev_1121.jpg,train2/dev_1121.jpg,사진에 보이는 재활용 가능한 플라스틱 병은 몇 개입니까?,1개,2개,3개,4개,c
dev_1121.jpg,train2/dev_1121.jpg,사진 속 재활용 가능한 플라스틱 병은 몇 개인가요?,2개,1개,3개,4개,c
dev_1128.jpg,train2/dev_1128.jpg,사진에 보이는 재활용 가능한 종이 상자의 개수는 몇 개인가요?,5개,7개,9개,11개,d
dev_1128.jpg,train2/dev_1128.jpg,사진 속 재활용 가능한 종이 상자의 개수는 몇 개입니까?,11개,5개,9개,7개,a
dev_1131.jpg,train2/dev_1131.jpg,사진에 보이는 재활용 가능한 병의 재질은 무엇인가요?,플라스틱,유리,금속,종이,a
dev_1131.jpg,train2/dev_1131.jpg,사진 속 재활용 가능한 병의 재질은 무엇입니까?,유리,종이,플라스틱,금속,c
dev_1133.jpg,train2/dev_1133.jpg,사진 속에서 플라스틱 병에 담긴 음료는 몇 개 있나요?,3개,5개,7개,9개,d
dev_1133.jpg,train2/dev_1133.jpg,사진에서 플라스틱 병에 담긴 음료는 몇 개 있습니까?,7개,3개,5개,9개,d
dev_1145.jpg,train2/dev_1145.jpg,사진에 보이는 재활용 가능한 플라스틱 컵의 개수는 몇 개인가요?,2개,3개,4개,5개,d
dev_1145.jpg,train2/dev_1145.jpg,사진 속 재활용 가능한 플라스틱 컵의 개수는 몇 개입니까?,3개,2개,5개,4개,c
dev_1149.jpg,train2/dev_1149.jpg,사진에 보이는 재활용 가능한 유리병은 총 몇 개인가요?,8개,9개,10개,11개,d
dev_1149.jpg,train2/dev_1149.jpg,사진 속 재활용 가능한 유리병은 총 몇 개입니까?,8개,9개,11개,10개,c
dev_1152.jpg,train2/dev_1152.jpg,사진에 보이는 재활용 가능한 플라스틱 포장지는 몇 개입니까?,1개,2개,3개,4개,d
dev_1152.jpg,train2/dev_1152.jpg,사진 속 재활용 가능한 플라스틱 포장지는 몇 개인가요?,2개,4개,3개,1개,b
dev_1154.jpg,train2/dev_1154.jpg,사진 속에서 재활용 가능한 플라스틱 용기는 몇 개 있나요?,1개,2개,3개,4개,a
dev_1154.jpg,train2/dev_1154.jpg,사진에서 재활용 가능한 플라스틱 용기는 몇 개 있습니까?,2개,4개,3개,1개,d
dev_1158.jpg,train2/dev_1158.jpg,사진에서 재활용이 가능한 종이컵은 어디에 놓여 있나요?,나무 벤치 위,콘크리트 벤치 위,쓰레기통 안,도로 위,a
dev_1158.jpg,train2/dev_1158.jpg,사진에서 재활용이 가능한 종이컵은 어디에 놓여 있습니까?,콘크리트 벤치 위,나무 벤치 위,도로 위,쓰레기통 안,b
dev_1164.jpg,train2/dev_1164.jpg,사진에 보이는 재활용품 봉투 중에서 플라스틱 병이 가장 많이 보이는 봉투는 어느 쪽인가요?,왼쪽 봉투,가운데 봉투,오른쪽 봉투,뒤쪽 나무 옆 봉투,c
dev_1164.jpg,train2/dev_1164.jpg,사진 속 재활용품 봉투 중에서 플라스틱 병이 가장 많이 보이는 봉투는 어느 쪽인가요?,왼쪽 봉투,오른쪽 봉투,가운데 봉투,뒤쪽 나무 옆 봉투,b
dev_1165.jpg,train2/dev_1165.jpg,사진에 보이는 재활용품 중 플라스틱 용기의 개수는 몇 개인가요?,1개,2개,3개,4개,b
dev_1165.jpg,train2/dev_1165.jpg,사진 속 재활용품 중 플라스틱 용기의 개수는 몇 개입니까?,3개,4개,1개,2개,d
dev_1168.jpg,train2/dev_1168.jpg,사진에 보이는 재활용 가능한 플라스틱 병의 개수는 몇 개인가요?,1개,2개,3개,4개,a
dev_1168.jpg,train2/dev_1168.jpg,사진 속 재활용 가능한 플라스틱 병의 개수는 몇 개입니까?,2개,4개,3개,1개,d
dev_1172.jpg,train2/dev_1172.jpg,사진에 보이는 재활용 가능한 플라스틱 용기는 무엇인가요?,샌드위치와 포도 담긴 투명 플라스틱 용기,음료수 병,과자 포장지,종이 쪽지,b
dev_1172.jpg,train2/dev_1172.jpg,사진 속 재활용 가능한 플라스틱 용기는 무엇입니까?,음료수 병,종이 쪽지,과자 포장지,샌드위치와 포도 담긴 투명 플라스틱 용기,a
dev_1186.jpg,train2/dev_1186.jpg,사진 속 재활용 가능한 플라스틱 컵과 뚜껑은 어디에 위치해 있나요?,책상 오른쪽 위 모서리 근처,책상 왼쪽 아래 모서리 근처,책상 중앙,책상 왼쪽 위 모서리 근처,d
dev_1186.jpg,train2/dev_1186.jpg,사진에 보이는 재활용 가능한 플라스틱 컵과 뚜껑은 어디에 위치해 있습니까?,책상 왼쪽 아래 모서리 근처,책상 중앙,책상 왼쪽 위 모서리 근처,책상 오른쪽 위 모서리 근처,c
dev_1188.jpg,train2/dev_1188.jpg,사진 속 책상 위에 있는 재활용 가능한 플라스틱 컵은 몇 개입니까?,1개,2개,3개,4개,b
dev_1188.jpg,train2/dev_1188.jpg,사진에 보이는 책상 위에 있는 재활용 가능한 플라스틱 컵은 몇 개인가요?,4개,3개,1개,2개,d
dev_1194.jpg,train2/dev_1194.jpg,사진에 보이는 재활용 가능한 플라스틱 병의 개수는 몇 개인가요?,1개,2개,3개,없음,b
dev_1194.jpg,train2/dev_1194.jpg,사진 속 재활용 가능한 플라스틱 병의 개수는 몇 개입니까?,3개,없음,2개,1개,c
dev_1206.jpg,train2/dev_1206.jpg,사진에 보이는 재활용품 중 계란판은 몇 개나 있나요?,10개,15개,20개,25개,b
dev_1206.jpg,train2/dev_1206.jpg,사진 속 재활용품 중 계란판은 몇 개나 있습니까?,20개,10개,25개,15개,d
dev_1215.jpg,train2/dev_1215.jpg,사진에 보이는 재활용품 중 플라스틱 재질의 포장지는 무엇인가요?,초코파이 포장지,투명 비닐 포장지,종이 상자,유리병,a
dev_1215.jpg,train2/dev_1215.jpg,사진 속 재활용품 중 플라스틱 재질의 포장지는 무엇입니까?,초코파이 포장지,투명 비닐 포장지,유리병,종이 상자,a
dev_1239.jpg,train2/dev_1239.jpg,사진에 보이는 재활용품 중 골판지 상자는 몇 개입니까?,1개,2개,3개,4개,c
dev_1239.jpg,train2/dev_1239.jpg,사진 속 재활용품 중 골판지 상자는 몇 개인가요?,2개,1개,4개,3개,d
dev_1244.jpg,train2/dev_1244.jpg,사진에 보이는 재활용품 중 플라스틱 병은 몇 개입니까?,1개,2개,3개,4개,c
dev_1244.jpg,train2/dev_1244.jpg,사진 속 재활용품 중 플라스틱 병은 몇 개인가요?,1개,4개,2개,3개,d
dev_1249.jpg,train2/dev_1249.jpg,사진에 보이는 재활용품 중 플라스틱 재질인 것은 무엇인가요?,흰색 페인트 통,파란색 플라스틱 통,분홍색 바구니,검은색 플라스틱 상자,a
dev_1249.jpg,train2/dev_1249.jpg,사진 속 재활용품 중 플라스틱 재질인 것은 무엇입니까?,파란색 플라스틱 통,검은색 플라스틱 상자,분홍색 바구니,흰색 페인트 통,d
dev_1251.jpg,train2/dev_1251.jpg,사진에 보이는 재활용 가능한 캔은 총 몇 개입니까?,18개,20개,22개,24개,d
dev_1251.jpg,train2/dev_1251.jpg,사진 속 재활용 가능한 캔은 총 몇 개인가요?,24개,22개,20개,18개,a
dev_1258.jpg,train2/dev_1258.jpg,사진 속 쓰레기통 주변과 안에 보이는 재활용 가능한 병의 개수는 몇 개인가요?,3개,4개,5개,6개,d
dev_1258.jpg,train2/dev_1258.jpg,사진에 보이는 쓰레기통 주변과 안에 보이는 재활용 가능한 병의 개수는 몇 개입니까?,3개,5개,6개,4개,c
dev_1263.jpg,train2/dev_1263.jpg,사진에 보이는 재활용품 중 올바른 분리수거 위치는 어디인가요?,"투명 페트병은 오른쪽 구멍에, 종이 상자는 왼쪽 구멍에 버린다.",투명 페트병과 종이 상자 모두 왼쪽 구멍에 버린다.,투명 페트병과 종이 상자 모두 오른쪽 구멍에 버린다.,"투명 페트병은 왼쪽 구멍에, 종이 상자는 오른쪽 구멍에 버린다.",c
dev_1263.jpg,train2/dev_1263.jpg,사진 속 재활용품 중 올바른 분리수거 위치는 어디입니까?,투명 페트병과 종이 상자 모두 오른쪽 구멍에 버린다.,투명 페트병과 종이 상자 모두 왼쪽 구멍에 버린다.,"투명 페트병은 오른쪽 구멍에, 종이 상자는 왼쪽 구멍에 버린다.","투명 페트병은 왼쪽 구멍에, 종이 상자는 오른쪽 구멍에 버린다.",a
dev_1264.jpg,train2/dev_1264.jpg,사진 속 쓰레기통 안에 보이는 재활용 가능한 플라스틱 용기의 개수는 몇 개인가요?,1개,2개,3개,4개,a
dev_1264.jpg,train2/dev_1264.jpg,사진에 보이는 쓰레기통 안에 보이는 재활용 가능한 플라스틱 용기의 개수는 몇 개입니까?,4개,2개,1개,3개,c
dev_1266.jpg,train2/dev_1266.jpg,사진 속 재활용품 중 알루미늄 캔의 개수는 몇 개인가요?,10개,15개,20개,25개,d
dev_1266.jpg,train2/dev_1266.jpg,사진에 보이는 재활용품 중 알루미늄 캔의 개수는 몇 개입니까?,20개,25개,15개,10개,b
dev_1270.jpg,train2/dev_1270.jpg,사진에 보이는 재활용품 중 어떤 재질의 포장지가 주로 보이나요?,종이 포장지,플라스틱 포장지,금속 포장지,유리병,b
dev_1270.jpg,train2/dev_1270.jpg,사진 속 재활용품 중 어떤 재질의 포장지가 주로 보입니까?,종이 포장지,금속 포장지,유리병,플라스틱 포장지,d
dev_1282.jpg,train2/dev_1282.jpg,사진에 보이는 재활용품은 무엇인가요?,플라스틱 봉지,종이 포장지,유리병,금속 캔,a
dev_1282.jpg,train2/dev_1282.jpg,사진 속 재활용품은 무엇입니까?,종이 포장지,금속 캔,유리병,플라스틱 봉지,d
dev_1288.jpg,train2/dev_1288.jpg,사진에 보이는 재활용품 중 플라스틱 용기의 색상 조합은 무엇인가요?,분홍색과 빨간색,흰색과 파란색,분홍색과 흰색,흰색과 빨간색,c
dev_1288.jpg,train2/dev_1288.jpg,사진 속 재활용품 중 플라스틱 용기의 색상 조합은 무엇입니까?,흰색과 파란색,분홍색과 흰색,흰색과 빨간색,분홍색과 빨간색,b
dev_1293.jpg,train2/dev_1293.jpg,사진 속 재활용품 중 종이컵은 몇 개나 보이나요?,3개,5개,7개,9개,d
dev_1293.jpg,train2/dev_1293.jpg,사진에 보이는 재활용품 중 종이컵은 몇 개나 보입니까?,3개,7개,5개,9개,d
dev_1294.jpg,train2/dev_1294.jpg,사진에 보이는 재활용품 중 골판지 상자의 개수는 몇 개인가요?,1개,2개,3개,4개,c
dev_1294.jpg,train2/dev_1294.jpg,사진 속 재활용품 중 골판지 상자의 개수는 몇 개입니까?,4개,1개,3개,2개,c
dev_1298.jpg,train2/dev_1298.jpg,사진에 보이는 재활용 가능한 유리병은 몇 개입니까?,7개,8개,9개,10개,d
dev_1298.jpg,train2/dev_1298.jpg,사진 속 재활용 가능한 유리병은 몇 개인가요?,10개,9개,7개,8개,a
dev_1300.jpg,train2/dev_1300.jpg,사진 속 재활용 쓰레기통 위에 쌓여 있는 플라스틱 병은 몇 개입니까?,2개,3개,4개,5개,d
dev_1300.jpg,train2/dev_1300.jpg,사진에 보이는 재활용 쓰레기통 위에 쌓여 있는 플라스틱 병은 몇 개인가요?,2개,5개,3개,4개,b
dev_1307.jpg,train2/dev_1307.jpg,사진에 보이는 재활용 가능한 플라스틱 병은 몇 개입니까?,3개,4개,5개,6개,b
dev_1307.jpg,train2/dev_1307.jpg,사진 속 재활용 가능한 플라스틱 병은 몇 개인가요?,4개,5개,3개,6개,a
dev_1313.jpg,train2/dev_1313.jpg,사진에 보이는 피크닉 음료 팩은 몇 개입니까?,1개,2개,3개,4개,d
dev_1313.jpg,train2/dev_1313.jpg,사진 속 피크닉 음료 팩은 몇 개인가요?,4개,1개,2개,3개,a
dev_1316.jpg,train2/dev_1316.jpg,사진에서 보이는 재활용 가능한 플라스틱 병은 몇 개입니까?,1개,2개,3개,4개,d
dev_1316.jpg,train2/dev_1316.jpg,사진 속 재활용 가능한 플라스틱 병은 몇 개인가요?,3개,1개,2개,4개,d
dev_1322.jpg,train2/dev_1322.jpg,사진에서 재활용품으로 분류할 수 있는 종이 상자는 몇 개 있나요?,1개,2개,3개,4개,d
dev_1322.jpg,train2/dev_1322.jpg,사진에서 재활용품으로 분류할 수 있는 종이 상자는 몇 개 있습니까?,3개,1개,2개,4개,d
dev_1333.jpg,train2/dev_1333.jpg,사진에 보이는 재활용품 중 골판지 상자의 색상은 무엇인가요?,회색,보라색,분홍색,검은색,b
dev_1333.jpg,train2/dev_1333.jpg,사진 속 재활용품 중 골판지 상자의 색상은 무엇입니까?,보라색,검은색,분홍색,회색,a
dev_1334.jpg,train2/dev_1334.jpg,사진 속 재활용품 중 알루미늄 캔의 개수는 몇 개인가요?,3개,5개,7개,9개,d
dev_1334.jpg,train2/dev_1334.jpg,사진에 보이는 재활용품 중 알루미늄 캔의 개수는 몇 개입니까?,9개,3개,7개,5개,a
dev_1337.jpg,train2/dev_1337.jpg,사진 속 재활용품 중 종이류 상자의 개수는 몇 개인가요?,2개,3개,4개,5개,d
dev_1337.jpg,train2/dev_1337.jpg,사진에 보이는 재활용품 중 종이류 상자의 개수는 몇 개입니까?,4개,2개,5개,3개,c
dev_1338.jpg,train2/dev_1338.jpg,사진에 보이는 재활용품 중 종이 재질의 상자는 몇 개입니까?,1개,2개,3개,4개,b
dev_1338.jpg,train2/dev_1338.jpg,사진 속 재활용품 중 종이 재질의 상자는 몇 개인가요?,1개,2개,4개,3개,b
dev_1341.jpg,train2/dev_1341.jpg,사진에 보이는 재활용 가능한 유리병은 몇 개입니까?,1개,2개,3개,4개,b
dev_1341.jpg,train2/dev_1341.jpg,사진 속 재활용 가능한 유리병은 몇 개인가요?,1개,3개,4개,2개,d
dev_1342.jpg,train2/dev_1342.jpg,사진에 보이는 재활용 가능한 플라스틱 컵은 몇 개인가요?,1개,2개,3개,4개,d
dev_1342.jpg,train2/dev_1342.jpg,사진 속 재활용 가능한 플라스틱 컵은 몇 개입니까?,2개,4개,3개,1개,b
dev_1344.jpg,train2/dev_1344.jpg,사진에 보이는 재활용품 중 금속 재질의 용기는 몇 개입니까?,1개,2개,3개,4개,b
dev_1344.jpg,train2/dev_1344.jpg,사진 속 재활용품 중 금속 재질의 용기는 몇 개인가요?,3개,1개,2개,4개,c
dev_1351.jpg,train2/dev_1351.jpg,사진 속 비닐봉지 안에 보이는 재활용품은 주로 어떤 재질인가요?,종이,플라스틱,유리,금속,b
dev_1351.jpg,train2/dev_1351.jpg,사진에 보이는 비닐봉지 안에 보이는 재활용품은 주로 어떤 재질인가요?,금속,종이,플라스틱,유리,c
dev_1356.jpg,train2/dev_1356.jpg,사진에 보이는 재활용 가능한 플라스틱 병의 개수는 몇 개인가요?,1개,2개,3개,4개,c
dev_1356.jpg,train2/dev_1356.jpg,사진 속 재활용 가능한 플라스틱 병의 개수는 몇 개입니까?,1개,4개,2개,3개,d
dev_1359.jpg,train2/dev_1359.jpg,사진 속 재활용 쓰레기통 안에 있는 플라스틱 병은 몇 개입니까?,1개,2개,3개,4개,d
dev_1359.jpg,train2/dev_1359.jpg,사진에 보이는 재활용 쓰레기통 안에 있는 플라스틱 병은 몇 개인가요?,3개,2개,1개,4개,d
dev_1367.jpg,train2/dev_1367.jpg,사진에 보이는 투명 플라스틱 컵은 총 몇 개입니까?,3개,4개,5개,6개,d
dev_1367.jpg,train2/dev_1367.jpg,사진 속 투명 플라스틱 컵은 총 몇 개인가요?,4개,6개,5개,3개,b
dev_1370.jpg,train2/dev_1370.jpg,사진 속 재활용품 중 종이컵은 몇 개 보이나요?,5개 미만,5개 이상 10개 미만,10개 이상 15개 미만,15개 이상,d
dev_1370.jpg,train2/dev_1370.jpg,사진에 보이는 재활용품 중 종이컵은 몇 개 보입니까?,10개 이상 15개 미만,15개 이상,5개 이상 10개 미만,5개 미만,b
dev_1374.jpg,train2/dev_1374.jpg,사진에 보이는 재활용품 중 플라스틱 병은 몇 개입니까?,1개,2개,3개,4개,a
dev_1374.jpg,train2/dev_1374.jpg,사진 속 재활용품 중 플라스틱 병은 몇 개인가요?,1개,2개,4개,3개,a
dev_1393.jpg,train2/dev_1393.jpg,사진에 보이는 재활용품 중 플라스틱 병은 몇 개입니까?,1개,2개,3개,4개,c
dev_1393.jpg,train2/dev_1393.jpg,사진 속 재활용품 중 플라스틱 병은 몇 개인가요?,1개,3개,4개,2개,b
dev_1401.jpg,train2/dev_1401.jpg,사진에 보이는 재활용 가능한 플라스틱 컵은 몇 개입니까?,6개,8개,10개,12개,d
dev_1401.jpg,train2/dev_1401.jpg,사진 속 재활용 가능한 플라스틱 컵은 몇 개인가요?,8개,10개,12개,6개,c
dev_1407.jpg,train2/dev_1407.jpg,사진에 보이는 재활용 가능한 종이 상자의 개수는 몇 개인가요?,1개,2개,3개,없음,b
dev_1407.jpg,train2/dev_1407.jpg,사진 속 재활용 가능한 종이 상자의 개수는 몇 개입니까?,2개,없음,1개,3개,a
dev_1417.jpg,train2/dev_1417.jpg,사진에 보이는 재활용 가능한 플라스틱 병의 상태는 무엇인가요?,완전한 상태의 플라스틱 병,찢어진 플라스틱 병,플라스틱 병이 보이지 않음,플라스틱 병이 여러 개 있음,a
dev_1417.jpg,train2/dev_1417.jpg,사진 속 재활용 가능한 플라스틱 병의 상태는 무엇입니까?,플라스틱 병이 보이지 않음,플라스틱 병이 여러 개 있음,완전한 상태의 플라스틱 병,찢어진 플라스틱 병,c
dev_1418.jpg,train2/dev_1418.jpg,사진에 보이는 재활용 가능한 플라스틱 병은 몇 개입니까?,2개,3개,4개,5개,c
dev_1418.jpg,train2/dev_1418.jpg,사진 속 재활용 가능한 플라스틱 병은 몇 개인가요?,2개,4개,3개,5개,b
dev_1421.jpg,train2/dev_1421.jpg,사진 속에서 재활용 가능한 플라스틱 용기는 몇 개 있나요?,1개,2개,3개,4개,a
dev_1421.jpg,train2/dev_1421.jpg,사진에서 재활용 가능한 플라스틱 용기는 몇 개 있습니까?,2개,3개,4개,1개,d
dev_1431.jpg,train2/dev_1431.jpg,사진에 보이는 재활용 상자 중에서 종이 재질의 상자는 몇 개입니까?,2개,3개,4개,5개,d
dev_1431.jpg,train2/dev_1431.jpg,사진 속 재활용 상자 중에서 종이 재질의 상자는 몇 개인가요?,2개,5개,3개,4개,b
dev_1432.jpg,train2/dev_1432.jpg,사진에 보이는 재활용 가능한 플라스틱 병은 몇 개입니까?,1개,2개,3개,4개,d
dev_1432.jpg,train2/dev_1432.jpg,사진 속 재활용 가능한 플라스틱 병은 몇 개인가요?,3개,2개,4개,1개,c
dev_1435.jpg,train2/dev_1435.jpg,사진에 보이는 재활용품 중 종이 재질의 박스는 몇 개입니까?,1개,2개,3개,4개,b
dev_1435.jpg,train2/dev_1435.jpg,사진 속 재활용품 중 종이 재질의 박스는 몇 개인가요?,2개,3개,1개,4개,a
dev_1443.jpg,train2/dev_1443.jpg,사진에 보이는 재활용품 중에서 플라스틱 병이 몇 개 있나요?,3개,6개,12개,24개,a
dev_1443.jpg,train2/dev_1443.jpg,사진 속 재활용품 중에서 플라스틱 병이 몇 개 있습니까?,12개,6개,24개,3개,d
dev_1445.jpg,train2/dev_1445.jpg,사진에 보이는 재활용품 중 플라스틱 병은 몇 개입니까?,1개,2개,3개,4개,d
dev_1445.jpg,train2/dev_1445.jpg,사진 속 재활용품 중 플라스틱 병은 몇 개인가요?,1개,3개,4개,2개,c
dev_1451.jpg,train2/dev_1451.jpg,사진에서 재활용 가능한 종이컵은 몇 개 보이나요?,10개 미만,10개 이상 20개 미만,20개 이상 30개 미만,30개 이상,d
dev_1451.jpg,train2/dev_1451.jpg,사진에서 재활용 가능한 종이컵은 몇 개 보입니까?,10개 미만,30개 이상,10개 이상 20개 미만,20개 이상 30개 미만,b
dev_1458.jpg,train2/dev_1458.jpg,사진에 보이는 재활용 가능한 플라스틱 용기의 개수는 몇 개인가요?,2개,3개,4개,5개,d
dev_1458.jpg,train2/dev_1458.jpg,사진 속 재활용 가능한 플라스틱 용기의 개수는 몇 개입니까?,5개,4개,2개,3개,a
dev_1464.jpg,train2/dev_1464.jpg,사진 속 재활용품 중 플라스틱 병은 몇 개입니까?,3개,5개,7개,9개,b
dev_1464.jpg,train2/dev_1464.jpg,사진에 보이는 재활용품 중 플라스틱 병은 몇 개인가요?,5개,9개,3개,7개,a
dev_1465.jpg,train2/dev_1465.jpg,사진에 보이는 재활용 가능한 플라스틱 컵은 몇 개입니까?,1개,2개,3개,4개,b
dev_1465.jpg,train2/dev_1465.jpg,사진 속 재활용 가능한 플라스틱 컵은 몇 개인가요?,1개,2개,4개,3개,b
dev_1470.jpg,train2/dev_1470.jpg,사진에 보이는 재활용품 중 플라스틱 재질의 상자는 몇 개 있나요?,1개,2개,3개,4개,d
dev_1470.jpg,train2/dev_1470.jpg,사진 속 재활용품 중 플라스틱 재질의 상자는 몇 개 있습니까?,4개,1개,2개,3개,a
dev_1472.jpg,train2/dev_1472.jpg,사진에 보이는 재활용품 중 플라스틱 재질의 개수는 몇 개인가요?,1개,2개,3개,4개,d
dev_1472.jpg,train2/dev_1472.jpg,사진 속 재활용품 중 플라스틱 재질의 개수는 몇 개입니까?,2개,3개,1개,4개,d
dev_1477.jpg,train2/dev_1477.jpg,사진에서 보이는 재활용 가능한 플라스틱 병의 개수는 몇 개인가요?,1개,2개,3개,없음,d
dev_1477.jpg,train2/dev_1477.jpg,사진 속 재활용 가능한 플라스틱 병의 개수는 몇 개입니까?,3개,2개,1개,없음,d
dev_1484.jpg,train2/dev_1484.jpg,사진에 보이는 재활용 가능한 종이 재질의 물건은 무엇인가요?,의자 등받이 부분,파란색 캐리어,검은색 의자 팔걸이,흰색 문,d
dev_1484.jpg,train2/dev_1484.jpg,사진 속 재활용 가능한 종이 재질의 물건은 무엇입니까?,의자 등받이 부분,파란색 캐리어,흰색 문,검은색 의자 팔걸이,c
dev_1485.jpg,train2/dev_1485.jpg,사진 속 재활용 가능한 플라스틱 용기는 몇 개입니까?,1개,2개,3개,4개,a
dev_1485.jpg,train2/dev_1485.jpg,사진에 보이는 재활용 가능한 플라스틱 용기는 몇 개인가요?,4개,3개,2개,1개,d
dev_1486.jpg,train2/dev_1486.jpg,사진에 보이는 재활용품 중 플라스틱 병은 몇 개입니까?,1개,2개,3개,4개 이상,d
dev_1486.jpg,train2/dev_1486.jpg,사진 속 재활용품 중 플라스틱 병은 몇 개인가요?,4개 이상,1개,3개,2개,a
dev_1494.jpg,train2/dev_1494.jpg,사진 속 쓰레기봉투 안에 보이는 재활용품 중 종이류는 몇 개입니까?,1개,2개,3개,4개,a
dev_1494.jpg,train2/dev_1494.jpg,사진에 보이는 쓰레기봉투 안에 보이는 재활용품 중 종이류는 몇 개인가요?,4개,2개,3개,1개,d
dev_1501.jpg,train2/dev_1501.jpg,사진 속 파란색 IKEA 가방 안에 보이는 재활용품 중 플라스틱 병은 몇 개입니까?,1개,2개,3개,4개,a
dev_1501.jpg,train2/dev_1501.jpg,사진에 보이는 파란색 IKEA 가방 안에 보이는 재활용품 중 플라스틱 병은 몇 개인가요?,1개,2개,4개,3개,a
dev_1502.jpg,train2/dev_1502.jpg,사진에 보이는 재활용 가능한 플라스틱 컵은 몇 개입니까?,1개,2개,3개,4개,b
dev_1502.jpg,train2/dev_1502.jpg,사진 속 재활용 가능한 플라스틱 컵은 몇 개인가요?,3개,4개,1개,2개,d
